name,SMILES,PubChem
 Potassium chloride,[Cl-].[K+],https://pubchem.ncbi.nlm.nih.gov/compound/4873
 Urea,C(=O)(N)N,https://pubchem.ncbi.nlm.nih.gov/compound/1176
 Lecithin,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC,https://pubchem.ncbi.nlm.nih.gov/compound/16213884
 L(+)-tartaric acid,C(C(C(=O)O)O)(C(=O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/444305
 Niacin (nicotinic acid),C1=CC(=CN=C1)C(=O)O,https://pubchem.ncbi.nlm.nih.gov/compound/938
 Hydrogen peroxide,OO,https://pubchem.ncbi.nlm.nih.gov/compound/784
 Riboflavin-5'-phosphate,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/445395
 Riboflavin,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/493570
 D(-)-Lactic acid,CC(C(=O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/61503
 Lactic acid,CC(C(=O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/612
 L(+)-lactic acid,CC(C(=O)O)O,https://pubchem.ncbi.nlm.nih.gov/compound/107689
 Calcium Lactate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],https://pubchem.ncbi.nlm.nih.gov/compound/13144
 Carbon dioxide,C(=O)=O,https://pubchem.ncbi.nlm.nih.gov/compound/280
 Vitamin A palmitate,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,https://pubchem.ncbi.nlm.nih.gov/compound/5280531
 Vitamin A acetate,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,https://pubchem.ncbi.nlm.nih.gov/compound/638034
 Vitamin A,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,https://pubchem.ncbi.nlm.nih.gov/compound/445354
 Monosodium L-glutamate,C(CC(=O)O)C(C(=O)[O-])N.[Na+],https://pubchem.ncbi.nlm.nih.gov/compound/23672308
 Monopotassium L-glutamate,C(CC(=O)[O-])C(C(=O)O)N.O.[K+],https://pubchem.ncbi.nlm.nih.gov/compound/23695977
 Monoammonium L-glutamate,C(CC(=O)O)C(C(=O)O)N.N,https://pubchem.ncbi.nlm.nih.gov/compound/24802175
 L-Glutamic acid hydrochloride,C(CC(=O)O)C(C(=O)O)N.Cl,https://pubchem.ncbi.nlm.nih.gov/compound/2723891
 L-Glutamic acid,C(CC(=O)O)C(C(=O)O)N,https://pubchem.ncbi.nlm.nih.gov/compound/33032
